term,label,definition
http://purl.obolibrary.org/obo/WBPhenotype_0002194,food dependent body size variant,"Animals do not differ in size when grown on different food sources to the same extent as that measured for control animals. For example, in C. elegans, wild type worms are 1.65 times larger when grown on HB101 compared to those grown on OP50."
http://purl.obolibrary.org/obo/WBPhenotype_0000507,acetylcholine levels variant,Animals exhibit variations in the amount of acetylcholine compared to control animals at a defined stage. Acetylcholine is the acetic acid ester of the organic base choline.
http://purl.obolibrary.org/obo/WBPhenotype_0000317,head withdrawal defective,Animals are deficient in the foraging response in which an animal quickly pulls its head away from a stimulus to the nose (Wormatlas).
http://purl.obolibrary.org/obo/WBPhenotype_0000127,dauer recovery variant,Characteristic exit from the dauer stage is altered compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000869,obsolete mitochondria morphology variant muscle,OBSOLETE.
http://purl.obolibrary.org/obo/WBPhenotype_0000679,transgene subcellular localization variant,Any variation in the subcellular localization of a gene product produced by DNA coded for by exogenous genetic material that has been introduced into the organism compared to its expression in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001823,sperm recruitment variant,Any variation in the mechanism by which sperm find their correct target destinations (spermatheca).
http://purl.obolibrary.org/obo/WBPhenotype_0000489,chloroquinone resistant,"Animals fail to respond to the concentration of chloroquinone that elicits a response in control animals. Alternatively, animals require increased concentration or longer exposure to this compound to elicit the response compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0001633,lethal gamete,Animals produce ova/sperm that contain lethal factors as a result of chromosomal disjunction defects.
http://purl.obolibrary.org/obo/WBPhenotype_0000299,sensillum morphology variant,"Animals exhibit variations in the quantity, structure or organization of the components of the sense organs comprised of ciliated sensory nerve endings enveloped by sheath and/or socket cells, from that observed in control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0001443,aqueous chemosensory response variant,"Animals exhibit variations in response to water-soluble chemicals, compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0002347,forward locomotion decreased,"Animals spend less time in forward locomotion, compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0001253,wing cilia axoneme short,"The microtuble-based fibrillar-bundle, axoneme, of the wing cell cilia are reduced in length and do not extend into the sheath cell as far as they do in control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0002157,translation repression variant,The extent of translational repression varies from controls.
http://purl.obolibrary.org/obo/WBPhenotype_0001063,egg laying phases variant,"Fluctuation pattern between inactive, active, and egg-laying states is atypical, based on the analysis of the distribution of the log intervals of egg-laying events compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0004015,pre male contact variant,Any variation in the specific actions or reactions of a hermaphrodite prior to male contact during mating compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001995,cell cycle progression variant,Cells of the animals exhibit variations in the progression or exit from the biochemical and morphological processes that occur during successive replication or nuclear replication events from that observed for control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000502,right handed roller,"The body of the animal rotates around its long axis as the animal moves, causing the animal to move in a circular pattern in the right-handed direction. In liquid media, wave propogation is helical rather than planar."
http://purl.obolibrary.org/obo/WBPhenotype_0001406,protein expression reduced male,Variations that result in a decrease in protein expression in male animals compared to that observed in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000312,dauer pheromone production defective,Animals are incapable of synthesizing pheromones that induce dauer formation in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001216,meiosis metaphase to anaphase transition block,Oocyte chromosomes arrest in metaphase of meiosis I without transitioning to anaphase or producing polar bodies.
http://purl.obolibrary.org/obo/WBPhenotype_0000122,post translational processing variant,Any variation in the posttranslational modification of a protein (which may include cleavage of peptide bonds) leading to the attainment of the full functional capacity of the protein compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001026,nuclear morphology variation early emb,"Animals exhibit variations in the form, structure or composition of the membrane enclosed organelle which contains most of the cell's genetic material during the early embryonic stage compared to control animals (Wormatlas)."
http://purl.obolibrary.org/obo/WBPhenotype_0001958,gonad degenerate,"Animals contain a gonad that initially functioned, but subsequently stopped.  In hermaphrodites or females there is often the presence old embryos and/or hatched larva, but no young embryos, in the uterus."
http://purl.obolibrary.org/obo/WBPhenotype_0000864,early elongation arrest,"Cessation of development during the initial period of elongation. In C. elegans, this period refers to the conversion of the bean-shaped embryo into the two-fold- shaped embryo."
http://purl.obolibrary.org/obo/WBPhenotype_0001768,commissure number variant,Variations in the quantity of circumferential axonal tracts from the number observed in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000674,slow development,"The developmental progression of an animal, from its formation to its mature structure occurs over a longer time period compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0001578,cholinergic agonist resistant,"Animals fail to respond to the concentration of cholinergic agonist that elicits a response in control animals. Alternatively, animals require increased concentration or longer exposure to this compound to elicit the response compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0000484,embryo small,The organism's size during the embryonic developmental stage is decreased compared to that observed in control.
http://purl.obolibrary.org/obo/WBPhenotype_0001388,organism hypersensitive gamma irradiation,Organisms respond to a lower dosage of gamma rays or a shorter exposure compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000294,intestine dark,Animals exhibit variations in the accumulation or expression of biochromes or any other substances that decrease the transparency/translucency of the intestine.
http://purl.obolibrary.org/obo/WBPhenotype_0001198,somatic sheath physiology variant,"Animals exhibit variations in any physical or chemical process required for cells as a collective unit of the somatic sheath system to carry out their normal functions or activities or be able to perceive and respond to stimuli, compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0002342,bent posture increased,Animals exhibit increased posture eccentricity (measure of circularity) or the mean number (and/or standard deviation) of instantaneous body bends.
http://purl.obolibrary.org/obo/WBPhenotype_0002152,mutagen induced apoptosis variant,Programmed cell death of germ cells caused by exposure to physical or chemical DNA-damaging agents does not occur to the same extent as it does in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0004010,precise vulval location variant,Any variation in the mating process that includes the male positioning his tail precisely over the vulva so that he may insert his spicules and ejaculate compared to control. In C. elegans precise vulva location (coordinating movement and tail positioning) requires the post cloacal sensillium and the spicules.
http://purl.obolibrary.org/obo/WBPhenotype_0001990,hypoxia resistant,Animals fail to respond to low amounts of oxygen that elicit a response in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000827,V lineages variant,The descendants of any of the V precursor cells (V1-V6) exhibit altered developmental programs compared to their counterparts in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000637,dauer formation variant,Characteristic entry into the dauer stage is altered compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000447,adult development variant,Variations in the progression of an animal over time from the end of larval stage to a mature adult compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000257,phasmid morphology variant,"Animals exhibit variations in the quantity, structure or organization of the components of the neuronal cells of the phasmid sensillum, from that observed in control animals. In C. elegans, these neurons are commonly assayed by dye-filling experiments using FITC, DiI or DiO."
http://purl.obolibrary.org/obo/WBPhenotype_0001401,mitochondria morphology variant,The morphological appearance of mitochondria is varied compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0002305,head movement increased,Animals exhibit an increase in the movement of the most anterior portion of the body to a new location compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0000067,organism stress response variant,Animals exhibit variations in response to stress stimuli compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001211,cuticle integrity variant,The physical strength or function of the cuticle is varies from that observed for control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0002115,suicidal,"Animals do not avoid, and perhaps seek, environments that result in their death. In the case of C. elegans, this behavior is exemplified by animals that tend to crawl off the plate."
http://purl.obolibrary.org/obo/WBPhenotype_0001021,male sexual development variant,"Genetically male animals exhibit deviations in the sexual program specific to males. In C. elegans, this often refers to XO animals being transformed into fertile hermaphrodites."
http://purl.obolibrary.org/obo/WBPhenotype_0000999,athermotactic,The responses of an animal towards temperature are not influenced by its cultivation temperature.
http://purl.obolibrary.org/obo/WBPhenotype_0001953,nuclear fallout,Nuclei have fallen out of developing germ cell compartments into the rachis.
http://purl.obolibrary.org/obo/WBPhenotype_0001763,uptake by intestinal cell defective,Uptake of subtances from the intestine is altered from that observed in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001573,nicotine response variant,Animals exhibit variations in the response to the addition of nicotine compared to that observed in control animals. Nicotine is a cholinergic agonist.
http://purl.obolibrary.org/obo/WBPhenotype_0002477,ribosome localization variant,"Any variation in the subcellular localization of the ribosome compared to control. The ribosome is an intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA)."
http://purl.obolibrary.org/obo/WBPhenotype_0001383,protein methylation variant,"Variations in the processes that incorporate methyl groups to one or more amino acids within a protein, compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0002287,tail movement variant,The most posterior portion of the animal exhibits variations in its movement compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001193,disorganized pharyngeal EPG,"Electropharyngeograms do not show a similar pattern as control animals. C. elegans animals show a repeating regular pattern in which each pump is associated with an excitatory depolarizing wave, often punctuated by brief negative spikes, followed by a plateau phase, and ending with an inhibitory hyperpolarizing wave."
http://purl.obolibrary.org/obo/WBPhenotype_0002097,lysosome morphology variant,"Any variation in the form or composition of membrane bound organelles, known as lysosomes, that have an acidic interior and generally act to digest components of the cell, compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0001916,increased pathogen survival,Pathogens internally associated with the animal exhibit an increase in survival compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000822,sex determination variant,Any variation in the processes that govern the sexually dimorphic development of germline or somatic tissue compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001726,body length variant,Animals vary in the distance between anterior and posterior ends of the animal from that observed in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000632,axon fasciculation variant,The ability of axons to converge and form a bundle of nerve fibres (fascicle) is compromised.
http://purl.obolibrary.org/obo/WBPhenotype_0001536,embryonic cell patterning variant,"Embryos exhibit variations in the patterning of differentiated cell types, compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0000442,larval development retarded,"The developmental progression of a larva over time, from its formation to its mature structure is delayed compared to control. The larva is the early, immature form of an animal between hatching and adulthood."
http://purl.obolibrary.org/obo/WBPhenotype_0001346,actin cytoskeleton dynamics variant,Any variation in the dynamic structural changes to the arrangement of constituent parts of cytoskeletal structures comprising actin filaments and their associated proteins compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0000252,caffeine resistant,"Animals fail to respond to the concentration of caffeine that elicits a response in control animals. Alternatively, animals require increased concentration or longer exposure to this compound to elicit the response compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0001156,pronuclear size defective early emb,Maternal or paternal pronucleus is either too small or too large.
http://purl.obolibrary.org/obo/WBPhenotype_0002300,coiling frequency increased,Animals spend more time with their body posture in a coil or they increase the frequency with which they form coils compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000062,lethal,Animals die prematurely at any stage of the life cycle.
http://purl.obolibrary.org/obo/WBPhenotype_0002110,RME-1 recycling endosome morphology variant,"Any variation in the form or composition of membrane bound organelles, known as recycling endosomes, positive for the endocytosis protein RME-1, that traffic material from early endosomes back to the plasma membrane of the cell, thereby recycling recently endocytosed material to be reused at the plasma membrane."
http://purl.obolibrary.org/obo/WBPhenotype_0000994,intestinal contractions variant,Any variations in the contraction of the enteric muscles that are involved in defecation motor program compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001898,meiotic sister chromatid segregation variant,"Variations in the process by which sister chromatids, identical chromosomes resulting from DNA replication, are physically separated during the meiotic cell cycle, compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0002472,cilia length decreased,"Animals exhibit a reduction in the length of the microtubule-based dendritic projections extending from the cell body, compared to that observed in control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0002282,autophagy increased,"Animals exhibit increased levels of the process by which their cells digest parts of their own cytoplasm, compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0002092,early endosome morphology variant,"Any variation in the form or composition of membrane bound organelles, known as early endosomes,  that traffic material from endocytic vesicles (having recently internalized portions of the cell's plasma membrane) to internal compartments of the cell, such as recycling endosomes, late endosomes, or the Golgi apparatus, compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0000405,giant oocytes,The size of haploid female germ cells (oocytes) are significantly larger compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001309,amplitude of sinusoidal movement decreased,Animals exhibit a decrease in the extent of a vibratory movement (as a worm bend) measured from the mean position to an extreme position compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0000215,no germ line,"Animals lack all germline progenitor cells, thereby resulting in the complete absence of a germline."
http://purl.obolibrary.org/obo/WBPhenotype_0001119,cell cycle slow early emb,Embryos take longer to divide during the first and second cell divisions.
http://purl.obolibrary.org/obo/WBPhenotype_0000957,posterior lateral ganglion development variant,Any variation in the progression of the neuron somata associated with the post-deirid over time from its initial formation to its mature form compared to control (Wormatlas).
http://purl.obolibrary.org/obo/WBPhenotype_0000767,integrity of membranous organelles defective early emb,Sparse or enlarged yolk granules.
http://purl.obolibrary.org/obo/WBPhenotype_0001911,axon regeneration defective,"Animals do not regrow axons following axon loss or damage, to the same extent, or in the same manner as observed in control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0000577,organism homeostasis metabolism variant,Variations in the chemical reactions and pathways involved in the maintenance of a steady-state at the level of the organism compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001721,pathogen infected pharynx variant,Animals exhibit variations in the extent of pathogen invasion into the pharynx compared to control. This is often measured as the percentage of animals exhibiting a pathogen-invaded pharynx within a given population.
http://purl.obolibrary.org/obo/WBPhenotype_0000387,sperm nonmotile,The mature male gametes lack self-propelled movement.
http://purl.obolibrary.org/obo/WBPhenotype_0001531,labial sensillum morphology variant,"Animals exhibit variations in the quantity, structure or organization of the sensilla of the mouth compared to control. In C. elegans, these sensillum are arranged in two (inner and outer) concentric rings around the mouth."
http://purl.obolibrary.org/obo/WBPhenotype_0002435,less susceptibility to induced DNA damage,Nematodes exposed to DNA damaging agents or conditions exhibit lower susceptibility to DNA damage than other animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000197,cell induction variant,Variations in a cell's ability to influence the fate of another cell (often of different developmental potential or ancestry via short range signaling).
http://purl.obolibrary.org/obo/WBPhenotype_0001341,egg laying phentolamine resistant,"Animals are not induced to lay eggs in reponse to exogenous phentolamine. In C. elegans, phentolamine stimulates egg-laying."
http://purl.obolibrary.org/obo/WBPhenotype_0002245,endogenous zinc levels reduced,Animals exhibit reduced levels of endogenous zinc compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001151,pronucleus centrosomes defective early emb,Pronucleus is abnormal in the inviable embryo.
http://purl.obolibrary.org/obo/WBPhenotype_0002055,photocurrent defective,Animals do not exhibit light-induced currrents to the same extent or with the same quality as control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001893,mitochondrial membrane potential reduced,Any reduction in the membrane potential (voltage gradient) across the inner mitochondrial membrane compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0000400,somatic gonad primordium development defective,The developmental progression of the set of precursor cells that later give rise to the somatic tissues of the gonadal tract is impaired (Wormatlas).
http://purl.obolibrary.org/obo/WBPhenotype_0001304,hindgut damaged,The terminal portion of the intestine exhibits structural defects such as scarring or blockage.
http://purl.obolibrary.org/obo/WBPhenotype_0002208,antibody temporal expression variant,"The expression of a protein, as determined by antibody staining, varied from controls with respect to timing such that the protein was observed to be expressed at earlier timepoints or later timepoints than controls."
http://purl.obolibrary.org/obo/WBPhenotype_0000210,defecation contraction variant,"Any variation in the stereotyped muscle contractions that result in defecation compared to control . In C. elegans these contractions include posterior body contraction (pBoc), anterior body contraction (aBoc), expulsion of gut contents by enteric muscle contraction (Emc) and opening of anus (Exp)."
http://purl.obolibrary.org/obo/WBPhenotype_0001114,cell cycle defective early emb,The progression of biochemical and morphological processes that occur during successive replication or nuclear replication events is disrupted during the early embryonic stage.
http://purl.obolibrary.org/obo/WBPhenotype_0002018,retarded seam cell fusion,Seam cells fuse to form a continuous syncytium along the body wall at a later stage of development compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0000020,pharyngeal pumping irregular,Pharyngeal pumping motion occurs at intervals that vary from control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000952,anterior ganglion development variant,Any variation in the progression of a cluster of neuron somata located close to the nerve ring over time from its initial formation to its mature form compared to control (Wormatlas).
http://purl.obolibrary.org/obo/WBPhenotype_0001856,ivermectin response variant,"Animals exhibit variations in their response to ivermectin, an agonist of glutamate-gated chloride channels, compared to that observed in control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0000762,spindle position defective early emb,Early embryos exhibit defects in the placement of the array of microtubules and associated molecules that form between opposite poles of a eukaryotic cell during mitosis or meiosis.
http://purl.obolibrary.org/obo/WBPhenotype_0001666,organism hypersensitive X ray irradiation,"Animals respond to iononizing radiation at a lower dose or a shorter exposure compared to control animals. Iononizing radiation has a wavelength in the 10 to 0.01 nanometer range. In C. elegans, increased sensitivity to X-ray irradiation is often observed as a decrease in survival upon exposure compared to control animals given the same treatment."
http://purl.obolibrary.org/obo/WBPhenotype_0000572,neuronal outgrowth variant,Any variation in the processes that govern the extension of neuronal projections.
http://purl.obolibrary.org/obo/WBPhenotype_0001476,anterior body contraction variant,Any variation in the defecation motor program that involves the contraction of the anterior body wall muscles compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0000382,serotonin reuptake inhibitor hypersensitive,Animals respond to serotonin reuptake inhibitors at a lower concentration or a shorter exposure compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001286,food suppressed pumping variant,Exposure to food does not reduce pharyngeal pumping to the same extent as observed in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0002430,mitochondrial DNA damage variant,Any variation in the extent of mitochondrial DNA damage observed compared to controls.
http://purl.obolibrary.org/obo/WBPhenotype_0000192,constitutive enzyme activity,Any variation that results in the misregulation of enzymatic activity such that catalysis occurs at a constant rate regardless of physiological demand or the concentration of a substrate.
http://purl.obolibrary.org/obo/WBPhenotype_0001096,protrusion at vulval region,"Large protrusion at the normal position of the vulva, as seen in C. elegans lin-12 null animals."
http://purl.obolibrary.org/obo/WBPhenotype_0002240,gut granule morphology variant,"Any variation in the morphology of the different inclusions within the intestinal cytoplasm, including birefringent crystalline objects and other dark-staining endosomes compared to control. In C. elegans these contents might include glycogen granules (polysaccharide storage), rhabditin (carbohydrate storage), yolk granules (lipid and protein), and concentrated waste products (Wormatlas)."
http://purl.obolibrary.org/obo/WBPhenotype_0002050,abamectin sensitive,"Animals are do not survive, or become paralyzed in the presence of abamectin."
http://purl.obolibrary.org/obo/WBPhenotype_0000915,pale adult,Adults show deficiencies in chroma resulting in increased translucency.
http://purl.obolibrary.org/obo/WBPhenotype_0001819,pathogen load variant,The number of pathogens associated with the animal vary from that associated with control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000725,lipid metabolism variant,"Animals exhibit variations in any process that involves the maintenance, biosynthesis or accumulation of an internal store of lipid within the organism or cell compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0001629,egg laying serotonin variant,"Any variation in egg laying behavior after application of exogenous serotonin compared to control. In C. elegans, serotonin induces egg laying."
http://purl.obolibrary.org/obo/WBPhenotype_0000535,organism morphology variant,"Animals exhibit variations in the form, structure or composition of any part of their anatomy compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0001439,anion positive chemotaxis defective,Animals fail to move towards attractive anions.
http://purl.obolibrary.org/obo/WBPhenotype_0000345,VPC cell division variant,Any variation that alters the physical partitioning and separation of a vulval precursor cell into daughter cells compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001249,amphid channel cilia morphology variant,"Animals exhibit variations in the structure or composition of the dendritic projections of the amphid sensory neurons that traverse the sensillum pore to connect with the outside of the animal, compared to that observed in control animals. In C. elegans, amphid channel cilia morphology is frequently assayed by dye-filling experiments using FITC, DiI or DiO."
http://purl.obolibrary.org/obo/WBPhenotype_0000155,cell polarity reversed,"Contents or structures of the cell are oriented on the opposite side of the cell compared to control animals; In C. elegans, this can result in the fate pattern of descendants being flipped."
http://purl.obolibrary.org/obo/WBPhenotype_0001059,magnesium chemotaxis defective,"Animals fail to exhibit the same taxis behavior as control animals in response to magnesium. In C. elegans, this is characterized by the failure to move towards magnesium."
http://purl.obolibrary.org/obo/WBPhenotype_0002203,corpse morphology variant,Corpses resulting from programmed cell death appear different in size or shape from those of corpses in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0002013,univalent meiotic chromosomes,Chromosomes fails to pair with homologous chromosomes during the prophase stage of meiosis.
http://purl.obolibrary.org/obo/WBPhenotype_0000897,connective tissue development variant,Variations in the material made up of fibers forming a framework and support structure for body tissues and organs compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001851,radiation induced reproductive cell death variant,Animals exhibit variations in radiation induced non-apoptotic death of multipotential precursor cells or tissues (clonogens) compared to control. Elimination of clonogens results in normal tissue damage as well as solid-tumor eradication.
http://purl.obolibrary.org/obo/WBPhenotype_0001661,loss of asymmetry AWC,The two morphologically bilaterally symmetric olfactory neurons AWC left (AWCL) and AWC right (AWCR) fail to undergo a left/right asymmetric diversification in cell fate.
http://purl.obolibrary.org/obo/WBPhenotype_0001471,hexanol chemotaxis variant,"Any variation in the directed movement of a worm in response to a specific concentration gradient of hexanol. In C. elegans, at specific concentrations, hexanol is an attractant."
http://purl.obolibrary.org/obo/WBPhenotype_0002375,reversion of swimming paralysis,Animals that exhibit paralysis (reduced thrashing) revert back to normal swimming behavior that can be tabulated as a reversion index (number revertants/number paralysis) and reversion probability (time in reversion/time after paralysis).
http://purl.obolibrary.org/obo/WBPhenotype_0001281,stuffed pharynx,"Pharynx becomes clogged with food. In C. elegans, this is often a result of pharyngeal pumping defects."
http://purl.obolibrary.org/obo/WBPhenotype_0002185,cell fate transformation to endoderm,Animals develop endodermal cells/tissue from precursor cells that do not normally produce endodermal cells/tissue.
http://purl.obolibrary.org/obo/WBPhenotype_0001091,larval defecation variant,Animals exhibit variations in the elimination of fecal matter during the larval stage compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0000308,dauer development variant,"Any variation in the processes that govern development of the dauer larva, a developmentally arrested, larval stage that is specialized for survival under harsh, or otherwise unfavorable, environmental conditions. In C. elegans this is an alternative third larval stage."
http://purl.obolibrary.org/obo/WBPhenotype_0000118,L2 lethal,L2 lethal: Animals die at the L2 stage of the life cycle.
http://purl.obolibrary.org/obo/WBPhenotype_0000910,rectal morphology variant,Any variation in the morphological appearance of the rectum compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001814,crossover defective,Animals exhibit defects in the number or extent of connections between chromatids that occur during the process of genetic material exchange between homologous segments of non-sister chromatids.
http://purl.obolibrary.org/obo/WBPhenotype_0000720,obsolete pattern of reporter gene expression variant,OBSOLETE.
http://purl.obolibrary.org/obo/WBPhenotype_0001624,male tail curling serotonin resistant,"Animals fail to respond to the concentration of serotonin that elicits a male tail curling response in control animals. Alternatively, animals require increased concentration or longer exposure to this compound to elicit the response compared to control animals. In C. elegans males respond to serotonin with a tight ventral curling of the male tail and posterior body."
http://purl.obolibrary.org/obo/WBPhenotype_0000530,organ system development variant,Any variation in the progression of an organismal system from its formation to the mature structure when compared to control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001434,chemotaxis variant,Any variation in the directed movement of a worm in response to a specific chemical concentration gradient compared to control. Directed movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis).
http://purl.obolibrary.org/obo/WBPhenotype_0000340,imipramine resistant,"Animals fail to respond to the concentration of imipramine that elicits a response in control animals. Alternatively, animals require increased concentration or longer exposure to this compound to elicit the response compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0002338,body proportion variant,"Animals exhibit variations in the body-area-to-length ratio and/or the width-to-length ratio, compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0001244,intraflagellar transport absent,Bidirectional movement of large protein complexes (mediated by motor proteins) along microtubules within a cilium or flagellum is completely abolished.
http://purl.obolibrary.org/obo/WBPhenotype_0002148,somatic RNAi resistant,"Animals show reduced susceptibility to gene silencing in somatic cells triggered by double stranded RNA (dsRNA), compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0000150,starvation induced dauer formation defective,Animals do not enter dauer under nutrient-poor conditions that induce dauer formation in control animals.
http://purl.obolibrary.org/obo/WBPhenotype_0001054,cGMP chemotaxis defective,"Animals fail to exhibit the same taxis behavior as control animals in response to cGMP. In C. elegans, this is characterized by the failure to move towards cGMP."
http://purl.obolibrary.org/obo/WBPhenotype_0004006,post hermaphrodite contact variant,Males exhibit variations in mating behavior after contacting its mate compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001986,high temperature induced L1 arrest,Animals undergo an irreversible high temperature-induced developmental arrest during the first larval stage.
http://purl.obolibrary.org/obo/WBPhenotype_0000892,hermaphrodite germline proliferation variant,Nuclear divisions in the germ line of hermaphrodites are either expanded are reduced compared to control.
http://purl.obolibrary.org/obo/WBPhenotype_0001796,organism hypersensitive interstrand cross link agents,"Animals exhibit increased sensitivity to interstrand cross-linking agents, such as HN2 (nitrogen mustard) and CDDP (cisplatin) compared to control. In C. elegans, increased sensitivity to these agents is often observed as a decrease in survival compared to control animals after exposure to the agent."
http://purl.obolibrary.org/obo/WBPhenotype_0002370,noxious heat avoidance defective,Animals fail to execute their characteristic movements to avoid noxious heat in a manner consistent with controls.
http://purl.obolibrary.org/obo/WBPhenotype_0002180,apoptotic cell shedding variant,Animals exhibit variations in the process by which cells having undergone programmed cell death are shed or extruded into the extracellular environment.
http://purl.obolibrary.org/obo/WBPhenotype_0000303,diacetyl chemotaxis defective,Failure to execute the characteristic response to diacetyl as defined by control animals. In C.elegans diacetyl is typically attractive.
http://purl.obolibrary.org/obo/WBPhenotype_0001207,protein signaling variant,"Any variation in a series of protein mediated signals that help relay information within the cell, and thereby affecting changes in the functioning of the cell, compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0000113,RNA expression variant,"Variations in the biogenesis and stability of any class of RNA molecules (rRNAs, miRNAs, tRNAs etc) compared to control."
http://purl.obolibrary.org/obo/WBPhenotype_0001017,adult growth variant,"Variations in the processes that regulate the change (increase) in size or mass of an integrated living unit (a cell, tissue, organ or organism) during the adult stage compared to control animals."
http://purl.obolibrary.org/obo/WBPhenotype_0001949,diakinesis region organization variant,Animals exhibit variations from control animals in the organization of the germ cell nuclei in the gonad that are in the diakinesis stage. In C. elegans the diakinesis region occurs in the proximal gonad arm and is preceded by the diplotene region. In the diakinesis region oocytes arrest until oocyte maturation occurs.
http://purl.obolibrary.org/obo/WBPhenotype_0000855,pseudocoelom development variant,Variations in the progression of the fluid-filled space which separates the body wall from internal organs over time from its initial formation to its mature form compared to control (Wormatlas).
http://purl.obolibrary.org/obo/WBPhenotype_0001759,21U RNA expression variant,"Variations in the biogenesis or stability of the 21U-RNA class of molecules compared to control. Molecules are classified as 21U-RNA based on the presence of a 5'U and a conserved upstream motif, which may specify the production of these molecules, in addition these molecules are typically 21nt in length."
http://purl.obolibrary.org/obo/WBPhenotype_0000665,connection of gonad variant,Any variation that disrupts the connectivity between the somatic gonad and the adjoining tissues compared to control. In C. elegans this connnection is between the somatic gonad and the vulva in hermaphrodites and between the somatic gonad and proctodeum in males.
http://purl.obolibrary.org/obo/WBPhenotype_0001569,body wall muscle myosin organization defective,"The characteristic organization of myosin filaments into discrete A-bands within the muscle cells is disrupted. In C. elegans, myosin filaments no longer appear as continuous longitudinally oriented fibers across the muscle quadrants."
