immunoglobulin_complex	entity
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022408
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022409
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022411
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022412
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022414
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022603
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022604
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022607
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022610
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022611
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022613
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0022618
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0023019
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0023051
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0023052
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0023056
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0023057
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0023061
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030003
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030004
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030016
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030017
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030029
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030030
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030031
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030036
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030037
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030071
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030100
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030133
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030154
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030155
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030162
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030163
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030174
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030182
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030261
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030307
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030308
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030334
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030335
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030336
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030397
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030421
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030424
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030516
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030517
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030534
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030537
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030545
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030588
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030641
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030705
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030728
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030855
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030856
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030857
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030858
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0030968
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031047
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031109
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031110
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031111
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031112
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031113
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031114
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031115
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031116
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031117
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031122
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031128
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031129
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031143
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031175
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031323
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031324
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031325
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031326
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031327
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031328
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031329
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031330
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031331
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031333
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031334
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031338
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031339
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031340
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031344
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031345
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031346
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031399
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031400
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031401
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031410
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031430
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031468
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031503
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031532
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031567
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031568
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031570
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031571
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031572
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031573
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031577
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031644
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031645
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031646
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031647
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031667
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031672
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031967
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031975
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031981
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0031987
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032042
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032060
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032091
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032092
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032094
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032095
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032096
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032097
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032101
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032102
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032103
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032104
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032105
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032106
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032107
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032108
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032109
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032153
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032154
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032155
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032200
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032204
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032205
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032206
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032222
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032223
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032224
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032228
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032229
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032230
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032239
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032240
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032241
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032259
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032268
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032269
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032270
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032271
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032272
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032273
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032297
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032298
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032350
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032351
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032352
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032386
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032387
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032388
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032459
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032460
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032461
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032465
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032466
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032467
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032501
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032502
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032504
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032507
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032535
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032543
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032594
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032774
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032838
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032847
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032848
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032849
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032875
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032876
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032877
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032878
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032879
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032880
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032886
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032887
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032888
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032940
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032956
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032970
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032982
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032984
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032989
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0032990
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033036
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033043
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033044
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033045
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033046
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033047
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033048
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033058
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033059
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033119
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033120
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033157
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033206
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033238
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033239
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033240
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033260
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033262
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033267
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033313
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033316
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033363
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033365
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0033554
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034242
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034248
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034249
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034250
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034263
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034504
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034609
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034613
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034620
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034622
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034641
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034645
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034654
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034655
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034762
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034763
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034764
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0034976
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035046
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035047
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035176
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035177
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035188
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035194
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035295
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035437
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035556
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035637
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035694
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035770
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035966
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0035967
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0036211
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0036276
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0036379
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0036385
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0036464
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0036465
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0038023
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0038024
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040003
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040007
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040008
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040011
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040012
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040013
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040017
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040019
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040020
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040021
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040022
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040024
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040025
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040026
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040027
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040028
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040029
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040033
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040034
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0040038
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042023
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042053
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042069
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042073
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042074
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042127
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042133
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042135
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042136
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042176
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042177
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042221
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042303
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042325
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042326
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042327
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042330
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042331
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042335
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042337
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042391
http://purl.obolibrary.org/obo/GO_0019814	http://purl.obolibrary.org/obo/GO_0042416
