?cls	?xref
<http://purl.obolibrary.org/obo/CHEBI_76413>	"Wikipedia:Greenhouse_gas"
<http://purl.obolibrary.org/obo/CHEBI_50902>	"Wikipedia:Genotoxicity"
<http://purl.obolibrary.org/obo/CHEBI_26952>	"KEGG:C01857"
<http://purl.obolibrary.org/obo/CHEBI_25195>	"CAS:7439-97-6"
<http://purl.obolibrary.org/obo/CHEBI_25195>	"WebElements:Hg"
<http://purl.obolibrary.org/obo/CHEBI_36963>	"PMID:17586126"
<http://purl.obolibrary.org/obo/CHEBI_67142>	"Wikipedia:Base_analog"
<http://purl.obolibrary.org/obo/CHEBI_76759>	"Wikipedia:Hydrolase"
<http://purl.obolibrary.org/obo/CHEBI_17137>	"KEGG:C11481"
<http://purl.obolibrary.org/obo/CHEBI_17137>	"Gmelin:1455"
<http://purl.obolibrary.org/obo/CHEBI_17137>	"CAS:15181-46-1"
<http://purl.obolibrary.org/obo/CHEBI_17137>	"PDBeChem:SO3"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:16904728"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:25663485"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:25569640"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PDBeChem:2OH"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:11361040"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:12860292"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"UM-BBD_compID:c0764"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:25042713"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"HMDB:HMDB0032133"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"KEGG:C13624"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"Reaxys:1107700"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:10593191"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:24471646"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"LINCS:LSM-37080"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:15936980"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"CAS:80-05-7"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"Wikipedia:Bisphenol_A"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:25637671"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"DrugBank:DB06973"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:25148994"
<http://purl.obolibrary.org/obo/CHEBI_33216>	"PMID:25524584"
<http://purl.obolibrary.org/obo/CHEBI_25413>	"PMID:10584045"
<http://purl.obolibrary.org/obo/CHEBI_25413>	"PMID:12936956"
<http://purl.obolibrary.org/obo/CHEBI_24913>	"PMID:12769708"
<http://purl.obolibrary.org/obo/CHEBI_24913>	"LIPID_MAPS_class:LMPR01"
<http://purl.obolibrary.org/obo/CHEBI_24913>	"PMID:19219049"
<http://purl.obolibrary.org/obo/CHEBI_62031>	"MetaCyc:Polar-amino-acids"
<http://purl.obolibrary.org/obo/CHEBI_32449>	"Gmelin:1006156"
<http://purl.obolibrary.org/obo/CHEBI_64857>	"Wikipedia:Cosmetics"
<http://purl.obolibrary.org/obo/CHEBI_28694>	"KEGG:C00070"
<http://purl.obolibrary.org/obo/CHEBI_28694>	"WebElements:Cu"
<http://purl.obolibrary.org/obo/CHEBI_28694>	"CAS:7440-50-8"
<http://purl.obolibrary.org/obo/CHEBI_28694>	"Gmelin:16269"
<http://purl.obolibrary.org/obo/CHEBI_90710>	"Wikipedia:Receptor_modulator"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"Drug_Central:1262"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"Reaxys:906818"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"KEGG:C00334"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"CAS:56-12-2"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"LIPID_MAPS_instance:LMFA01100039"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"MetaCyc:4-AMINO-BUTYRATE"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"KEGG:D00058"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"Beilstein:906818"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"PMID:16276116"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"DrugBank:DB02530"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"PMID:10930630"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"PDBeChem:ABU"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"BPDB:2298"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"HMDB:HMDB0000112"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"Gmelin:49775"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"PMID:21614609"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"KNApSAcK:C00001337"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"PMID:22770225"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"Wikipedia:Gamma-Aminobutyric_acid"
<http://purl.obolibrary.org/obo/CHEBI_16865>	"PMID:10630630"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"Reaxys:1696875"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"DrugBank:DB02440"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"Wikipedia:Octane"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"KEGG:C01387"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"LIPID_MAPS_instance:LMFA11000002"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"PDBeChem:OCT"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"PMID:11255151"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"Gmelin:82412"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"Beilstein:1696875"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"UM-BBD_compID:c0044"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"PMID:24354334"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"HMDB:HMDB0001485"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"CAS:111-65-9"
<http://purl.obolibrary.org/obo/CHEBI_17590>	"MetaCyc:CPD-148"
<http://purl.obolibrary.org/obo/CHEBI_27208>	"PMID:5322381"
<http://purl.obolibrary.org/obo/CHEBI_27208>	"LIPID_MAPS_class:LMFA0103"
<http://purl.obolibrary.org/obo/CHEBI_83813>	"Wikipedia:Proteinogenic_amino_acid"
<http://purl.obolibrary.org/obo/CHEBI_29202>	"PMID:26124058"
<http://purl.obolibrary.org/obo/CHEBI_29202>	"CAS:75-13-8"
<http://purl.obolibrary.org/obo/CHEBI_29202>	"Reaxys:1616281"
<http://purl.obolibrary.org/obo/CHEBI_29202>	"PMID:26760716"
<http://purl.obolibrary.org/obo/CHEBI_29202>	"PMID:19494520"
<http://purl.obolibrary.org/obo/CHEBI_29202>	"Beilstein:1616281"
<http://purl.obolibrary.org/obo/CHEBI_29202>	"Gmelin:840"
<http://purl.obolibrary.org/obo/CHEBI_29202>	"PMID:977566"
<http://purl.obolibrary.org/obo/CHEBI_64049>	"Wikipedia:Acidity_regulator"
<http://purl.obolibrary.org/obo/CHEBI_3992>	"KEGG:C02019"
<http://purl.obolibrary.org/obo/CHEBI_35589>	"Beilstein:606899"
<http://purl.obolibrary.org/obo/CHEBI_35589>	"Gmelin:3120"
<http://purl.obolibrary.org/obo/CHEBI_35589>	"CAS:120-73-0"
<http://purl.obolibrary.org/obo/CHEBI_35589>	"Wikipedia:Purine"
<http://purl.obolibrary.org/obo/CHEBI_18282>	"KEGG:C00701"
<http://purl.obolibrary.org/obo/CHEBI_18282>	"Wikipedia:Nucleobase"
<http://purl.obolibrary.org/obo/CHEBI_17134>	"KEGG:C04227"
<http://purl.obolibrary.org/obo/CHEBI_17134>	"CAS:104-14-3"
<http://purl.obolibrary.org/obo/CHEBI_17134>	"LINCS:LSM-4975"
<http://purl.obolibrary.org/obo/CHEBI_17134>	"Drug_Central:3396"
<http://purl.obolibrary.org/obo/CHEBI_17134>	"Beilstein:1211019"
<http://purl.obolibrary.org/obo/CHEBI_32988>	"KEGG:C00241"
<http://purl.obolibrary.org/obo/CHEBI_18059>	"KEGG:C01356"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"PMID:23340406"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"KNApSAcK:C00007323"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"PMID:24800864"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"Gmelin:363236"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"PMID:13761469"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"Reaxys:1721407"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"PDBeChem:DCY"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"Beilstein:1721407"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"YMDB:YMDB00913"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"KEGG:C00793"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"CAS:921-01-7"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"DrugBank:DB03201"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"ECMDB:ECMDB03417"
<http://purl.obolibrary.org/obo/CHEBI_16375>	"HMDB:HMDB0003417"
<http://purl.obolibrary.org/obo/CHEBI_83057>	"Wikipedia:Daphnia"
<http://purl.obolibrary.org/obo/CHEBI_2571>	"KEGG:C02525"
<http://purl.obolibrary.org/obo/CHEBI_25703>	"Wikipedia:Organophosphate"
<http://purl.obolibrary.org/obo/CHEBI_25676>	"Wikipedia:Oligopeptide"
<http://purl.obolibrary.org/obo/CHEBI_50910>	"Wikipedia:Neurotoxin"
<http://purl.obolibrary.org/obo/CHEBI_63941>	"PMID:6148214"
<http://purl.obolibrary.org/obo/CHEBI_63941>	"PMID:6547280"
<http://purl.obolibrary.org/obo/CHEBI_63941>	"Reaxys:4643153"
<http://purl.obolibrary.org/obo/CHEBI_63941>	"PMID:2411323"
<http://purl.obolibrary.org/obo/CHEBI_63941>	"PDBeChem:IVM"
<http://purl.obolibrary.org/obo/CHEBI_63941>	"CAS:71827-03-7"
<http://purl.obolibrary.org/obo/CHEBI_63941>	"VSDB:1455"
<http://purl.obolibrary.org/obo/CHEBI_63941>	"PMID:6125361"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"CAS:630-60-4"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"Reaxys:101712"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:32326025"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PDBeChem:OBN"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"Drug_Central:2004"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:20372980"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:10438974"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"DrugBank:DB01092"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"LINCS:LSM-2781"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"FooDB:FDB005482"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"KEGG:C01443"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:9872395"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:31986323"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"KNApSAcK:C00003633"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"KEGG:D00112"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:31170971"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:1316269"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:32569558"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:31075189"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:31548455"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"Wikipedia:Ouabain"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:32368275"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"Beilstein:101712"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:16529963"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"HMDB:HMDB0015224"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"PMID:32488807"
<http://purl.obolibrary.org/obo/CHEBI_472805>	"LIPID_MAPS_instance:LMST01120022"
<http://purl.obolibrary.org/obo/CHEBI_16670>	"KEGG:C00012"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:22322005"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:27389944"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"CAS:256-96-2"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"Reaxys:1343358"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:12052500"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"Chemspider:8857"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:12061877"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:19774656"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PDBeChem:ONB"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:5982986"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:21087114"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"Wikipedia:Dibenzazepine"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:19486265"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:22751668"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:17236778"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:7587936"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:30660838"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:27807790"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:16203183"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:27175105"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:30823329"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:21441615"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:3680120"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:2322636"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:24358274"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:18779941"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"Beilstein:1343358"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:8385460"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:11767950"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:33381027"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:33842007"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:4146691"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:20922935"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:870507"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:31718245"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:30754023"
<http://purl.obolibrary.org/obo/CHEBI_47802>	"PMID:15837018"
<http://purl.obolibrary.org/obo/CHEBI_37416>	"Wikipedia:RNA_polymerase"
<http://purl.obolibrary.org/obo/CHEBI_27848>	"KEGG:C02757"
<http://purl.obolibrary.org/obo/CHEBI_30320>	"Beilstein:3903387"
<http://purl.obolibrary.org/obo/CHEBI_30320>	"CAS:29632-72-2"
<http://purl.obolibrary.org/obo/CHEBI_30320>	"Gmelin:323277"
<http://purl.obolibrary.org/obo/CHEBI_30320>	"Beilstein:1848542"
<http://purl.obolibrary.org/obo/CHEBI_59905>	"Gmelin:328863"
<http://purl.obolibrary.org/obo/CHEBI_33447>	"KEGG:C00934"
<http://purl.obolibrary.org/obo/CHEBI_33447>	"PMID:18186488"
<http://purl.obolibrary.org/obo/CHEBI_32877>	"KEGG:C00375"
<http://purl.obolibrary.org/obo/CHEBI_32877>	"KEGG:C02580"
<http://purl.obolibrary.org/obo/CHEBI_32877>	"KEGG:C00893"
<http://purl.obolibrary.org/obo/CHEBI_76710>	"Wikipedia:Lyase"
<http://purl.obolibrary.org/obo/CHEBI_35703>	"KEGG:C06708"
<http://purl.obolibrary.org/obo/CHEBI_35703>	"Wikipedia:Xenobiotic"
<http://purl.obolibrary.org/obo/CHEBI_22977>	"CAS:7440-43-9"
<http://purl.obolibrary.org/obo/CHEBI_22977>	"WebElements:Cd"
<http://purl.obolibrary.org/obo/CHEBI_22977>	"KEGG:C01413"
<http://purl.obolibrary.org/obo/CHEBI_33704>	"KEGG:C00045"
<http://purl.obolibrary.org/obo/CHEBI_33704>	"KEGG:C05167"
<http://purl.obolibrary.org/obo/CHEBI_33848>	"Wikipedia:Polycyclic_aromatic_hydrocarbon"
<http://purl.obolibrary.org/obo/CHEBI_33848>	"PMID:15198916"
<http://purl.obolibrary.org/obo/CHEBI_33848>	"PMID:25679824"
<http://purl.obolibrary.org/obo/CHEBI_41550>	"Gmelin:1543"
<http://purl.obolibrary.org/obo/CHEBI_41550>	"PDBeChem:CFT"
<http://purl.obolibrary.org/obo/CHEBI_41550>	"CAS:75-46-7"
<http://purl.obolibrary.org/obo/CHEBI_41550>	"UM-BBD_compID:c0802"
<http://purl.obolibrary.org/obo/CHEBI_41550>	"Beilstein:1731035"
<http://purl.obolibrary.org/obo/CHEBI_26523>	"Wikipedia:Reactive_oxygen_species"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23895079"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23723488"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:12756270"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:9060994"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"Reaxys:4122946"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:20477134"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"KEGG:C00291"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"Wikipedia:Nickel"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:19828094"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23909687"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23692035"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23692032"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"WebElements:Ni"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23317102"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:14734778"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23857010"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"Gmelin:16229"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23834453"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"CAS:7440-02-0"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:14634084"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:23142754"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:15165199"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:22762130"
<http://purl.obolibrary.org/obo/CHEBI_28112>	"PMID:9886425"
<http://purl.obolibrary.org/obo/CHEBI_63510>	"Wikipedia:Sodium-potassium_ATPase"
<http://purl.obolibrary.org/obo/CHEBI_33303>	"PMID:17084588"
<http://purl.obolibrary.org/obo/CHEBI_26666>	"PMID:20148677"
<http://purl.obolibrary.org/obo/CHEBI_26666>	"PMID:18203540"
<http://purl.obolibrary.org/obo/CHEBI_26666>	"PMID:16633129"
<http://purl.obolibrary.org/obo/CHEBI_26666>	"PMID:16870803"
<http://purl.obolibrary.org/obo/CHEBI_2555>	"PPDB:19"
<http://purl.obolibrary.org/obo/CHEBI_2555>	"Beilstein:2046931"
<http://purl.obolibrary.org/obo/CHEBI_2555>	"CAS:116-06-3"
<http://purl.obolibrary.org/obo/CHEBI_2555>	"KEGG:C11015"
<http://purl.obolibrary.org/obo/CHEBI_2555>	"LINCS:LSM-20978"
<http://purl.obolibrary.org/obo/CHEBI_2555>	"Patent:US3217037"
<http://purl.obolibrary.org/obo/CHEBI_59888>	"Gmelin:1041559"
<http://purl.obolibrary.org/obo/CHEBI_50949>	"Wikipedia:Selective_serotonin_reuptake_inhibitor"
<http://purl.obolibrary.org/obo/CHEBI_15734>	"KEGG:C00226"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:14988435"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:4745654"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:16316931"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:16404476"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"DrugBank:DB00143"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"Wikipedia:Glutathione"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:17439666"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"Chemspider:111188"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:16391576"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"FooDB:FDB001498"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:16877380"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:10577998"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:8207209"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:16112416"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"Reaxys:1729812"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"KEGG:C00051"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:16650398"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"KNApSAcK:C00001518"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"MetaCyc:GLUTATHIONE"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"CAS:70-18-8"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:19580823"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:4200890"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:16621738"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"Drug_Central:1312"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:16780237"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"KEGG:D00014"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PMID:1362956"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"HMDB:HMDB0000125"
<http://purl.obolibrary.org/obo/CHEBI_16856>	"PDBeChem:GSH"
<http://purl.obolibrary.org/obo/CHEBI_65259>	"Wikipedia:GABA_antagonist"
<http://purl.obolibrary.org/obo/CHEBI_86990>	"VSDB:1851"
<http://purl.obolibrary.org/obo/CHEBI_86990>	"LINCS:LSM-1449"
<http://purl.obolibrary.org/obo/CHEBI_64245>	"PMID:7061468"
<http://purl.obolibrary.org/obo/CHEBI_64245>	"Reaxys:8183793"
<http://purl.obolibrary.org/obo/CHEBI_28976>	"PDBeChem:CO3"
<http://purl.obolibrary.org/obo/CHEBI_28976>	"Gmelin:25554"
<http://purl.obolibrary.org/obo/CHEBI_28976>	"CAS:463-79-6"
<http://purl.obolibrary.org/obo/CHEBI_28976>	"KEGG:C01353"
<http://purl.obolibrary.org/obo/CHEBI_30145>	"WebElements:Li"
<http://purl.obolibrary.org/obo/CHEBI_30145>	"CAS:7439-93-2"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"PMID:18033297"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"DrugBank:DB06148"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"LINCS:LSM-1374"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"Beilstein:755346"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"Wikipedia:Mianserin"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"Patent:US3534041"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"Patent:NL6603256"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"CAS:24219-97-4"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"Drug_Central:1796"
<http://purl.obolibrary.org/obo/CHEBI_51137>	"PMID:20825390"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:19280886"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:15900217"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:21600756"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:22222864"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:21881875"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:18456322"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:15749123"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:14674846"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:15019421"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"KEGG:D06542"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:11728426"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:19901811"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:18095657"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"Drug_Central:1076"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:18411066"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:15239123"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:16084479"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:17663926"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:18347649"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:15902919"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"MetaCyc:ETOH"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:17190852"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:11505026"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:11810019"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"DrugBank:DB00898"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:16352430"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"UM-BBD_compID:c0038"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"CAS:64-17-5"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:15285839"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:18320157"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"HMDB:HMDB0000108"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:19359288"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PPDB:1373"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:18922656"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:17043811"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:18513832"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:12829422"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:17687877"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:22019193"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:11200745"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:19851413"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:16737463"
<http://purl.obolibrary.org/obo/CHEBI_16236>	"PMID:22331491"
