?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHEBI_36962>	"An organochalcogen compound is a compound containing at least one carbon-chalcogen bond."	
<http://purl.obolibrary.org/obo/CHEBI_35350>		"KEGG:C02159"
<http://purl.obolibrary.org/obo/WBPhenotype_0001258>	"Animals show increased susceptibility to gene silencing triggered by double stranded RNA (RNAi), compared to control."	
<http://purl.obolibrary.org/obo/GO_1903368>	"Any process that modulates the frequency, rate or extent of foraging behavior."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002169>	"Animals stop producing progeny significantly before the time reproduction stops in control animals."	
<http://purl.obolibrary.org/obo/GO_0051236>	"The directed movement of RNA to a specific location."	
<http://purl.obolibrary.org/obo/PATO_0000375>	"A distance which is lesser relative to the normal or average."	
<http://purl.obolibrary.org/obo/GO_0045740>	"Any process that activates or increases the frequency, rate or extent of DNA replication."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002456>	"Animals exhibit variations in the changes in calcium levels in response to light compared to controls."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001478>	"Any variation in the elongation of embryonic epidermal cells compared to control. In C. elegans, this elongation occurs along an anterior-posterior axis, which is required to transform the bean-shaped embryo into the elongated shape of the worm."	
<http://purl.obolibrary.org/obo/GO_0042416>	"The chemical reactions and pathways resulting in the formation of dopamine, a catecholamine neurotransmitter and a metabolic precursor of noradrenaline and adrenaline."	
<http://purl.obolibrary.org/obo/GO_0007027>	"Any process that stops, prevents, or reduces the frequency, rate or extent of the depolymerization of the specialized microtubules of the axoneme."	
<http://purl.obolibrary.org/obo/GO_0050927>	"Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001706>	"The directed movement of substances out of the nucleus is impaired."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000834>	"The descendants of the E blastomere exhibit altered developmental programs compared to their counterparts in control animals."	
<http://purl.obolibrary.org/obo/CHEBI_26830>		
<http://purl.obolibrary.org/obo/CHEBI_43799>	"A primary aliphatic amine that is butane substituted by an amino group at position 1."	"DrugBank:DB03659 PMID:23470444 CAS:109-73-9 PMID:16387436 Wikipedia:N-Butylamine PMID:23734590 MetaCyc:BUTYLAMINE Beilstein:605269 PDBeChem:LYT Gmelin:1784 Reaxys:605269"
<http://purl.obolibrary.org/obo/CHEBI_57867>	"The conjugate base of a nucleoside 5'-phosphate."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002029>	"Variations in the regulation of levels, transport, and metabolism of metal ions within an organism compared to control."	
<http://purl.obolibrary.org/obo/GO_1901976>	"Any process that modulates the frequency, rate or extent of cell cycle checkpoint."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000975>	"Animals exhibit variations in any physical or chemical process required for a neuronal sheath cell to carry out its normal functions or activities or be able to perceive and respond to stimuli, compared to control animals."	
<http://purl.obolibrary.org/obo/GO_2000301>	"Any process that stops, prevents or reduces the frequency, rate or extent of synaptic vesicle exocytosis."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001388>	"Organisms respond to a lower dosage of gamma rays or a shorter exposure compared to control animals."	
<http://purl.obolibrary.org/obo/CHEBI_63943>	"A macrocyclic lactone that is avermectin B1b in which the double bond present in the spirocyclic ring system has been reduced to a single bond. It is the minor component of ivermectin."	"PMID:6148214 CAS:70209-81-3 PMID:6896121 Reaxys:8183665 PMID:6125361 PMID:6895285"
<http://purl.obolibrary.org/obo/GO_0000212>	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a meiotic cell cycle."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001467>	"Any variation in the directed movement of an animal in response to a volatile chemical stimulus that is usually received and processed by the AWC sensory neuron in control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001299>	"Any variation that alters the physical partitioning and separation of a cell into daughter cells in male animals compared to control."	
<http://purl.obolibrary.org/obo/GO_0042754>	"Any process that stops, prevents, or reduces the frequency, rate or extent of a circadian rhythm behavior."	
<http://purl.obolibrary.org/obo/CHEBI_26835>		
<http://purl.obolibrary.org/obo/WBPhenotype_0002339>	"Animals exhibit increases in the body-area-to-length ratio and/or the width-to-length ratio, compared to control animals."	
<http://purl.obolibrary.org/obo/GO_0141187>	"The biosynthetic process resulting in the formation of a nucleic acid."	
<http://purl.obolibrary.org/obo/CHEBI_23981>		
<http://purl.obolibrary.org/obo/PATO_0001894>	"An organismal quality inhering in a bearer by virtue of the bearer's physical expression of sexual characteristics."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001273>	"Any variation in the state or activity of an organism (in terms of movement, gene expression, etc.) in response to heat (high temperatures above the optimal temperature for that organism), compared to control."	
<http://purl.obolibrary.org/obo/GO_0080154>	"Any process that modulates the rate, frequency or extent of fertilization. Fertilization is the union of gametes of opposite sexes during the process of sexual reproduction to form a zygote. It involves the fusion of the gametic nuclei (karyogamy) and cytoplasm (plasmogamy)."	
<http://purl.obolibrary.org/obo/GO_0009790>	"The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."	"Wikipedia:Embryogenesis"
<http://purl.obolibrary.org/obo/GO_0051334>	"The reformation of the nuclear membranes during meiosis I."	
<http://purl.obolibrary.org/obo/WBbt_0008289>	"precursor cell of, before fusion to form vulval syncytia vulA(4), vulC(4), vulD(2), vulE(4) and vulF(4)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002581>	"One or more cells exhibit increases in the variability of cell position, compared to controls."	
<http://purl.obolibrary.org/obo/GO_0051231>	"The cell cycle process in which the distance is lengthened between poles of the spindle."	
<http://purl.obolibrary.org/obo/CHEBI_36902>		
<http://purl.obolibrary.org/obo/CHEBI_59202>	"Any fatty acid whose skeletal carbon atoms form an unbranched open chain."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001330>	"The rate of the intrinsic behavioral program that serves to move fertilized eggs down the uterus, through the vulva, and out of the worm onto the substrate is reduced compared to that observed in control animals (Wormatlas)."	
<http://purl.obolibrary.org/obo/CHEBI_36976>	"A nucleotide is a nucleoside phosphate resulting from the condensation of the 3 or 5 hydroxy group of a nucleoside with phosphoric acid."	"KEGG:C00215 Wikipedia:Nucleotide"
<http://purl.obolibrary.org/obo/WBPhenotype_0000428>	"Adult animals lack the rigid external coating which is secreted by the hypodermis, seam and some interfacial epithelial cells (Wormatlas)."	
<http://purl.obolibrary.org/obo/GO_0035047>	"The rotation of centrosomes and associated pronuclei in one-cell embryos such as those of Caenorhabditis elegans, occurring as a transition between pronuclear migration and pronuclear fusion."	
<http://purl.obolibrary.org/obo/GO_0042176>	"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."	
<http://purl.obolibrary.org/obo/WBls_0000824>	"C. elegans life stage that occurs during a larval molt"	
<http://purl.obolibrary.org/obo/GO_0048869>	"A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."	
<http://purl.obolibrary.org/obo/CHEBI_33937>	"Any nutrient required in large quantities by organisms throughout their life in order to orchestrate a range of physiological functions. Macronutrients are usually chemical elements (carbon, hydrogen, nitrogen, oxygen, phosphorus and sulfur) that humans consume in the largest quantities. Calcium, sodium, magnesium and potassium are sometimes included as macronutrients because they are required in relatively large quantities compared with other vitamins and minerals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000960>	"Any variation in the progression of the ganglion which lies ventrally beside the nerve ring in the head, just anterior of the retrovesicular ganglion over time from its initial formation to its mature form compared to control (Wormatlas)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000293>	"Animals exhibit variations in the accumulation or expression of biochromes or any other substances that alter transparency/translucency of the alimentary system."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002130>	"Males exhibit variations of the behaviors observed in control animals that follow the completion of mating."	
<http://purl.obolibrary.org/obo/GO_0043484>	"Any process that modulates the frequency, rate or extent of RNA splicing, the process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."	
<http://purl.obolibrary.org/obo/WBbt_0006870>	"part of male gonad that holds mature sperm, made of a total of 12 nuclei."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001990>	"Animals fail to respond to low amounts of oxygen that elicit a response in control animals."	
<http://purl.obolibrary.org/obo/CHEBI_30320>		"Beilstein:3903387 CAS:29632-72-2 Gmelin:323277 Beilstein:1848542"
<http://purl.obolibrary.org/obo/CHEBI_26833>		"WebElements:S KEGG:C00087 KEGG:D06527 CAS:7704-34-9 PPDB:605"
<http://purl.obolibrary.org/obo/WBPhenotype_0001081>	"Morphology of the cytoplasm differs from control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000974>	"Animals exhibit variations in any physical or chemical process required by a subset of interfacial cells to carry out its normal function or be able to perceive and respond to stimuli, compared to control. It can refer to socket cells, sheath cells and structural cells or their processes (Wormatlas)."	
<http://purl.obolibrary.org/obo/CHEBI_24431>	"A chemical entity is a physical entity of interest in chemistry including molecular entities, parts thereof, and chemical substances."	
<http://purl.obolibrary.org/obo/CHEBI_23451>	"A polyol consisting of a cycloalkane containing at least three hydroxy groups, each attached to a different ring carbon atom."	
<http://purl.obolibrary.org/obo/GO_0019219>	"Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001523>	"Any variation in the makeup, density or area of the ECM compared to control."	
<http://purl.obolibrary.org/obo/GO_0099518>	"The directed movement of a vesicle along a cytoskeletal fiber such as a microtubule or and actin filament, mediated by motor proteins."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001519>	"Any variation in the orderly movement of cells along the posterior axis of the animal (abolished, misdirected or incomplete) compared to control."	
<http://purl.obolibrary.org/obo/GO_0007097>	"The directed movement of the nucleus to a specific location within a cell."	
<http://purl.obolibrary.org/obo/GO_0055123>	"The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."	
<http://purl.obolibrary.org/obo/CHEBI_26834>		
<http://purl.obolibrary.org/obo/GO_0007009>	"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the plasma membrane."	
<http://purl.obolibrary.org/obo/GO_0006952>	"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."	
<http://purl.obolibrary.org/obo/GO_0048026>	"Any process that activates or increases the rate or extent of mRNA splicing via a spliceosomal mechanism."	
<http://purl.obolibrary.org/obo/GO_2000147>	"Any process that activates or increases the frequency, rate or extent of cell motility."	
<http://purl.obolibrary.org/obo/PATO_0000016>	"A scalar optical property that is the intensity, value or amount of perceived light."	
<http://purl.obolibrary.org/obo/CHEBI_36358>	"An ion consisting of more than one atom."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001084>	"Failure to execute characteristic response to sodium chloride compared to control. In C. elegans, animals move towards attractive concentrations of sodium chloride."	
<http://purl.obolibrary.org/obo/GO_0051452>	"Any process that reduces the internal pH of a cell, measured by the concentration of the hydrogen ion."	
<http://purl.obolibrary.org/obo/GO_0000228>	"A chromosome that encodes the nuclear genome and is found in the nucleus of a eukaryotic cell during the cell cycle phases when the nucleus is intact."	
<http://purl.obolibrary.org/obo/GO_0060465>	"The biological process whose specific outcome is the progression of a pharynx from an initial condition to its mature state. The pharynx is the part of the digestive system immediately posterior to the mouth."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000393>	"Characteristic movement of cells from one site to another is abolished compared to control."	
<http://purl.obolibrary.org/obo/GO_0080134>	"Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001704>	"Alae contain more cuticular ridges than control animals. In C. elegans alae are composed of three cuticular ridges."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000986>	"Animals exhibit variations in any physical or chemical process required for the epithelial cell to carry out its normal functions or activities, compared to control animals."	
<http://purl.obolibrary.org/obo/WBbt_0005757>	"cells or anatomical parts specific to the male sex"	
<http://purl.obolibrary.org/obo/CHEBI_85046>	"Any cosmetic used to lighten the colour of skin by reducing the concentration of melanin."	"PMID:23891889 PMID:25535470 PMID:25643794 PMID:25574195 PMID:22132817 PMID:23974587 Wikipedia:Skin_whitening PMID:22314516 PMID:21265866"
<http://purl.obolibrary.org/obo/WBPhenotype_0000791>	"The nose of an animal fails to respond to the concentration of fluoxetine that elicits a response in control animals. Alternatively, animals require increased concentration or longer exposure to this compound to elicit the response compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000518>	"Variations in the progression of an integrated living unit (a cell, tissue, organ or organism) over time from an initial condition to a later condition compared to control animals."	
<http://purl.obolibrary.org/obo/CHEBI_59517>	"Any substance that inhibits the synthesis of DNA."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002614>	"Genes normally silenced within heterochromatin are abnoramally de-repressed and exhibit expression, unlike controls."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000017>	"Animals fail to respond to the concentration of aldicarb that elicits a response in control animals. Alternatively, animals require increased concentration or longer exposure to this compound to elicit the response compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001718>	"Animals exhibit variations in the mean translocation of the points along the animal's track compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000737>	"Germ cells fail to respond to the dosage of ion producing radiation that elicits a response in control animals. Alternatively, germ cells require a higher dosage or a longer exposure to ion producing radiation to elicit the same response as control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0004002>	"Animals exhibit defects in the production of the sensory signal to attract males."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002565>	"Animals exhibit variations in their recalled and repeated responses to olfactory stimuli they are exposed to during learning and memory paradigms, compared to controls."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002347>	"Animals spend less time in forward locomotion, compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001792>	"Nuclei of specific cells are smaller compared to control animals."	
<http://purl.obolibrary.org/obo/GO_2000018>	"Any process that modulates the frequency, rate or extent of male gonad development."	
<http://purl.obolibrary.org/obo/CHEBI_36688>		
<http://purl.obolibrary.org/obo/GO_0043523>	"Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001490>	"OBSOLETE."	
<http://purl.obolibrary.org/obo/WBbt_0005738>	"region of the body by which tissues, cells or cell parts are classified"	
<http://purl.obolibrary.org/obo/WBPhenotype_0001941>	"The nucleus-free core of germline cytoplasm in the gonad is not as wide as control animals."	
<http://purl.obolibrary.org/obo/GO_0030855>	"The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."	
<http://purl.obolibrary.org/obo/CHEBI_59769>	"An organooxygen compound having the structure RR'C(OR'')(OR''') (R'', R''' =/= H). Mixed acetals have R'' and R''' groups which differ."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002526>	"Animals exhibit variations in the response to the depletion of molybdenum cofactor from the diet compared to control animals."	
<http://purl.obolibrary.org/obo/GO_0008089>	"The directed movement of organelles or molecules along microtubules from the cell body toward the cell periphery in nerve cell axons."	
<http://purl.obolibrary.org/obo/CHEBI_26401>	"A class of imidazopyrimidines that consists of purine and its substituted derivatives."	
<http://purl.obolibrary.org/obo/GO_0033243>	"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways leading to the breakdown of amines."	
<http://purl.obolibrary.org/obo/CHEBI_33259>	"A molecular entity all atoms of which have the same atomic number."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002257>	"Animals respond to iron at a lower concentration or a shorter exposure compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000368>	"Cessation of development that normally occurs in C. elegans 420-460 min after the first embryonic cleavage at 20C, the stage between the comma and 2-fold embryo."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000120>	"Any change that results in lower than normal levels of protein expression compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000786>	"Animals exhibit variations in the accumulation or expression of biochromes or any other substances that alter transparency/translucency along a particular body axis compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001975>	"Germ cell compartments are larger than that of control animals."	
<http://purl.obolibrary.org/obo/GO_0009791>	"The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."	
<http://purl.obolibrary.org/obo/GO_0000932>	"A focus in the cytoplasm where mRNAs may become inactivated by decapping or some other mechanism. Protein and RNA localized to these foci are involved in mRNA degradation, nonsense-mediated mRNA decay (NMD), translational repression, and RNA-mediated gene silencing."	"Wikipedia:P_body"
<http://purl.obolibrary.org/obo/WBPhenotype_0000613>	"Animals exhibit variations in any physical or chemical process required for cells as a collective unit of the reproductive system to carry out their normal functions or activities or be able to perceive and respond to stimuli, compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001514>	"Variations in the uptake of a small membrane-bound organelle, filled with neurotransmitter(s) and/or neuropeptides, by the invagination of small region of the plasma membrane to form a new membrane-bounded vesicle compared to control(Wormatlas)."	
<http://purl.obolibrary.org/obo/GO_0048066>	"The developmental process that results in the deposition of coloring matter in an organism, tissue or cell."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002509>	"Animals produce an excess number of dopaminergic neurons compared to controls."	
<http://purl.obolibrary.org/obo/CHEBI_36340>	"Particle of half-integer spin quantum number following Fermi-Dirac statistics. Fermions are named after Enrico Fermi."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002141>	"Variations in the process of gaseous oxygen intake between an organism and its environment compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000471>	"Any variation in the normal posterior movement of the ALM mechanosensory neurons from their birthplace (anterior to the V1 hypodermal cell) to positions in between the V2 and V3 cells in the embryo compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000336>	"Variations in the rhythmic relaxations of the posterior pharynx (terminal bulb). In C. elegans the relaxation of the terminal bulb returns the grinder to its relaxed forward position."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002558>	"A phenotype affecting a particular extracellular component."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002219>	"Animals respond to fluoranthene at a lower concentration or a shorter exposure compared to control animals."	
<http://purl.obolibrary.org/obo/CHEBI_28938>	"An onium cation obtained by protonation of ammonia."	"PMID:11341317 KEGG:C01342 PDBeChem:NH4 PMID:12096804 Wikipedia:Ammonium MolBase:929 PMID:11319011 MetaCyc:AMMONIUM PMID:22631217 PMID:19199063 PMID:18515490 PMID:19596600 PMID:17392693 PMID:22524020 PMID:16903292 PMID:22562341 PMID:21993530 PMID:16345391 Gmelin:84 CAS:14798-03-9 PMID:19716251 PMID:14879753 Reaxys:16093784 PMID:22265469 PMID:14512268 PMID:19682559"
<http://purl.obolibrary.org/obo/WBPhenotype_0002022>	"Calcium transients at presynaptic regions do not occur."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001100>	"Animal dies prior to the gastrulation stage of embryogenesis."	
<http://purl.obolibrary.org/obo/PATO_0001929>	"A variability quality inhering in a bearer by virtue of whether the bearer exhibits shape variation or change."	
<http://purl.obolibrary.org/obo/CHEBI_35381>	"Parent monosaccharides are polyhydroxy aldehydes H[CH(OH)]nC(=O)H or polyhydroxy ketones H-[CHOH]n-C(=O)[CHOH]m-H with three or more carbon atoms. The generic term 'monosaccharide' (as opposed to oligosaccharide or polysaccharide) denotes a single unit, without glycosidic connection to other such units. It includes aldoses, dialdoses, aldoketoses, ketoses and diketoses, as well as deoxy sugars, provided that the parent compound has a (potential) carbonyl group."	"KEGG:C06698"
<http://purl.obolibrary.org/obo/GO_0033059>	"The deposition or aggregation of coloring matter in a cell."	
<http://purl.obolibrary.org/obo/GO_0007296>	"The production of yolk. Yolk is a mixture of materials used for embryonic nutrition."	"Wikipedia:Vitellogenesis"
<http://purl.obolibrary.org/obo/CL_0000000>	"A material entity that has a plasma membrane and results from cellular division."	"CALOHA:TS-2035 MESH:D002477 XAO:0003012 VHOG:0001533 GO:0005623 FBbt:00007002 FMA:68646 WBbt:0004017 KUPO:0000002 ZFA:0009000"
<http://purl.obolibrary.org/obo/WBPhenotype_0000159>	"OBSOLETE: Animals exhibit variations in the entry/exit into a state of arrested tissue development during the dauer larval stage in response to harsh environmental conditions, compared to control. In C. elegans, the dauer larva enters a state of arrest in which no developmental changes occur, until the animal finds more suitable growing conditions, or until it spontaneously shifts back into a normal developmental schedule. (WormAtlas)."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001491>	"OBSOLETE."	
<http://purl.obolibrary.org/obo/GO_0043393>	"Any process that modulates the frequency, rate or extent of protein binding."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001134>	"ABa or ABp divide in the wrong orientation."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000697>	"Animals undergo incomplete vulval morphogenesis, resulting in the formation of a single protrusion at the site of the vulva."	
<http://purl.obolibrary.org/obo/GO_0033262>	"Any process that modulates the frequency, rate or extent of The DNA-dependent DNA replication that occurs in the nucleus of eukaryotic organisms as part of the cell cycle."	
<http://purl.obolibrary.org/obo/GO_1902101>	"Any process that activates or increases the frequency, rate or extent of metaphase/anaphase transition of cell cycle."	
<http://purl.obolibrary.org/obo/GO_0052689>	"Catalysis of the hydrolysis of a carboxylic ester bond."	"Reactome:R-HSA-8937442 EC:3.1.1.- UM-BBD_reactionID:r1025 KEGG_REACTION:R00630 Reactome:R-HSA-5693691 Reactome:R-HSA-9749792"
<http://purl.obolibrary.org/obo/PATO_0000328>	"A color saturation which is of low purity."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000630>	"Failure to execute the characteristic response to the bitter tastant quinine, as defined by control animals. In C. elegans, quinine is typically repellent."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000988>	"Animals exhibit variations in any physical or chemical process required for the gland cell to carry out its normal functions or activities or be able to perceive and respond to signals, compared to control animals."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002657>	"Animals exhibit intolerance (e.g. lethality or significant growth defect) when exposed to saturated fatty acids via the diet, compared to controls."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001393>	"Variations in the processes that reduce the internal pH of a cell (measured by the concentration of the hydrogen ion), compared to control."	
<http://purl.obolibrary.org/obo/CHEBI_35276>	"Compounds (NH4(+))Y(-) and derivatives, in which one or more of the hydrogens bonded to nitrogen have been replaced with univalent groups."	
<http://purl.obolibrary.org/obo/GO_0000957>	"The chemical reactions and pathways resulting in the breakdown of RNA transcribed from the mitochondrial genome and occurring in the mitochondrion."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001484>	"Animals fail to execute directed movement in response to ammonium acetate. In C. elegans, ammonium acetate is an attractant."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001779>	"Variations in the biogenesis or stability of the microRNA class of molecules compared to control. In C. elegans these molecules are endogenous single-stranded regulatory molecules, 19-25 nucleotides long, with the potential to arise from hairpin, foldback, structures from their primary transcripts."	
<http://purl.obolibrary.org/obo/WBbt_0005768>	"spatial axis"	
<http://purl.obolibrary.org/obo/GO_0050804>	"Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002599>	"Any variation in the decrease in a behavioral response to a repeated stimulus compared to control, over the long term. Long-term memory is memory that lasts for hours to days after the learning (training) event(s)."	
<http://purl.obolibrary.org/obo/GO_0005777>	"A small organelle enclosed by a single membrane, and found in most eukaryotic cells. Contains peroxidases and other enzymes involved in a variety of metabolic processes including free radical detoxification, lipid catabolism and biosynthesis, and hydrogen peroxide metabolism."	"Wikipedia:Peroxisome NIF_Subcellular:sao499555322"
<http://purl.obolibrary.org/obo/WBPhenotype_0002327>	"Animals exhibit an increase in the net velocity of an animal"	
<http://purl.obolibrary.org/obo/GO_0016070>	"The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."	
<http://purl.obolibrary.org/obo/GO_0010970>	"The movement of organelles or other particles from one location in the cell to another along microtubules, driven by motor activity."	
<http://purl.obolibrary.org/obo/WBPhenotype_0002039>	"Animals exhibit variation in the directed movement of organelles or molecules along microtubules from the cell periphery in nerve cell axons to the cell body, compared to control."	
<http://purl.obolibrary.org/obo/GO_0030054>	"A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."	"Wikipedia:Cell_junction"
<http://purl.obolibrary.org/obo/WBPhenotype_0001207>	"Any variation in a series of protein mediated signals that help relay information within the cell, and thereby affecting changes in the functioning of the cell, compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001662>	"Any variation in the progression of the somatic gonad structure that connects the distal gonad arm to the uterus over time from an initial condition to a later condition compared to control animals."	
<http://purl.obolibrary.org/obo/GO_0007618>	"The pairwise union of individuals for the purpose of sexual reproduction, ultimately resulting in the formation of zygotes."	
<http://purl.obolibrary.org/obo/CHEBI_38323>	"Any drug used for its actions on cholinergic systems. Included here are agonists and antagonists, drugs that affect the life cycle of acetylcholine, and drugs that affect the survival of cholinergic neurons."	
<http://purl.obolibrary.org/obo/CHEBI_27780>	"A surfactant (or a mixture containing one or more surfactants) having cleaning properties in dilute solutions."	"KEGG:C01689"
<http://purl.obolibrary.org/obo/WBPhenotype_0002464>	"Male animals exhibit multiple copulatory hooks. In wild type C. elegans males, a single hook is normally present."	
<http://purl.obolibrary.org/obo/WBPhenotype_0000843>	"The number of cross progeny sired by males is reduced compared to control."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001115>	"Cell cycle timing is abnormal during the first four cell divisions."	
<http://purl.obolibrary.org/obo/GO_0048523>	"Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."	
<http://purl.obolibrary.org/obo/WBPhenotype_0001420>	"Animals can move thorough a lawn of bacterially produced biofilm without accumulating an enormous amount of biofilm on its nose. When C. elegans is exposed to certain bacteria (e.g., Y. pestis), a biofilm accumulates on a worm's head. The presence of this biofilm inhibits feeding by the worm, and thereby prevents growth."	
<http://purl.obolibrary.org/obo/GO_0051302>	"Any process that modulates the frequency, rate or extent of the physical partitioning and separation of a cell into daughter cells."	
<http://purl.obolibrary.org/obo/CHEBI_37750>		
<http://purl.obolibrary.org/obo/WBls_0000021>	"The C. elegans life stage spanning 620-800min(hatch) after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. A stage after elongation is over. The last stage of embryogenesis. Also called pre-hatched embryo, late embryo or morphogenetic embryo."	
<http://purl.obolibrary.org/obo/WBls_0000015>	"The C. elegans life stage spanning 350-620min after first cleavage at 20 Centigrade. Cell number remains at ~560 cells, with some new cells generated and some cells go through programmed cell death. The stage that embryo starts elongation until elongation is over."	
